2000-01-03T17:55:55.068	-0.97		-1.56		-0.89		2.04123		-0.0762798   	0.48487   	-0.916585   	1.03973   	
2000-01-03T17:55:55.401	-0.97		-1.56		-0.89		2.04123		-0.0762798   	0.48487   	-0.916585   	1.03973   	
2000-01-03T17:55:55.734	-0.97		-1.56		-0.89		2.04123		-0.0762798   	0.48487   	-0.916585   	1.03973   	
2000-01-03T17:55:56.068	-0.97		-1.56		-0.89		2.04123		-0.0762798   	0.48487   	-0.916585   	1.03973   	
2000-01-03T17:55:56.401	-0.97		-1.55		-0.89		2.03359		-0.0768837   	0.485771   	-0.916558   	1.04017   	
2000-01-03T17:55:56.734	-0.97		-1.55		-0.89		2.03359		-0.0768837   	0.485771   	-0.916558   	1.04017   	
2000-01-03T17:55:57.068	-0.97		-1.55		-0.89		2.03359		-0.0768837   	0.485771   	-0.916558   	1.04017   	
2000-01-03T17:55:57.401	-0.97		-1.55		-0.89		2.03359		-0.0768837   	0.485771   	-0.916558   	1.04017   	
2000-01-03T17:55:57.734	-0.97		-1.54		-0.89		2.02598		-0.0774876   	0.486672   	-0.916532   	1.04062   	
2000-01-03T17:55:58.068	-0.97		-1.54		-0.89		2.02598		-0.0774876   	0.486672   	-0.916532   	1.04062   	
2000-01-03T17:55:58.401	-0.97		-1.54		-0.89		2.02598		-0.0774876   	0.486672   	-0.916532   	1.04062   	
2000-01-03T17:55:58.734	-0.97		-1.54		-0.89		2.02598		-0.0774876   	0.486672   	-0.916532   	1.04062   	
2000-01-03T17:55:59.068	-0.97		-1.53		-0.89		2.01839		-0.078128   	0.487315   	-0.917265   	1.04161   	
2000-01-03T17:55:59.401	-0.97		-1.53		-0.89		2.01839		-0.078128   	0.487315   	-0.917265   	1.04161   	
2000-01-03T17:55:59.734	-0.97		-1.53		-0.89		2.01839		-0.078128   	0.487315   	-0.917265   	1.04161   	
2000-01-03T17:56:00.068	-0.97		-1.53		-0.89		2.01839		-0.078128   	0.487315   	-0.917265   	1.04161   	
2000-01-03T17:56:00.401	-0.97		-1.52		-0.89		2.01082		-0.0787751   	0.487911   	-0.918135   	1.04271   	
2000-01-03T17:56:00.734	-0.97		-1.52		-0.89		2.01082		-0.0787751   	0.487911   	-0.918135   	1.04271   	
2000-01-03T17:56:01.068	-0.97		-1.52		-0.89		2.01082		-0.0787751   	0.487911   	-0.918135   	1.04271   	
2000-01-03T17:56:01.401	-0.97		-1.52		-0.89		2.01082		-0.0787751   	0.487911   	-0.918135   	1.04271   	
2000-01-03T17:56:01.734	-0.97		-1.52		-0.89		2.01082		-0.0787751   	0.487911   	-0.918135   	1.04271   	
2000-01-03T17:56:02.068	-0.97		-1.51		-0.89		2.00327		-0.0793378   	0.488348   	-0.918974   	1.04369   	
